data,prob,index
what is the true status of the economy dear subscriber please note that you are receiving this email because you have opted into our free daily market analysis newsletter if you would like to be removed from our list reply to this email with remove in the subject line thank you june th realtimetraders com offers free realtime stock alerts throughout the day why pay for chat rooms and stock pickers for old news morning watch list this section contains stocks that are expected move in to days click here for this mornings watch list stocks http www realtimetraders com marketinfo watchlist asp beyond the numbers what is the true status of the economy latest economic reports have been somewhat mixed and confusing however it is very clear the markets have very little tolerance to any negative news friday morning markets declined in the early going after the markets received news that the manufacturing sector may be heading towards a recession but later in the session good old general motors rescued the markets with its latest sales data gm said sales are ahead of expectations and the company expects to deliver earnings in line with previously stated expectations of for the full year and for the second quarter while the dow components sales data is favorable for the markets realtimetraders analysts point out the sales for the month may is misleading because gm truck sales were up but car sales were down analysts believe the sharp jump in the truck sales could be due to problems surrounding ford motors according to ford motor company sales for both truck and car sales have declined sharply on a positive note analysts pointed out the fact employment data showed some improvement is a positive for the overall market which suggests the federal reserves efforts to stimulate the economy may be starting to take effect as we stated in last thursdays market analysis we expect this quarters earnings warnings and job cut announcements to be below last quarter one other important fact that is worth noting is that the federal reserve seems to still indicate there will be more rates cuts ahead to further stimulate the economy stocks to watch shares of cisco have been steadily declining in the past few sessions and accelerated to the downside going into theclose friday after the companys recent q filing said it does not see any improvement in capital spending in the foreseeable future due to the continued economic slowdown cisco systems finished fridays session lower by cents and closed at which puts the weeks net loss at sector analysis semiconductor sector may stay rangebound in the last two sessions we have seem the semiconductor index and semiconductor related stocks rebound after finding some support however we like to caution our readers that we do not expect this sector to move higher until we start to see some signs of sequential growth despite all the upgrades and positive comments from some of the leading brokerage firms we continue to believe its is more prudent to focus on the company fundamentals than the socalled analysts ratings those who have been following the semiconductor sector may recall that most of the companies in this sector have continue to make negative comments about their nearterm earnings outlook given that the semiconductor index has some support around the current level it can be expected the sector may trade in a range until we receive further news from some of the bellwether stocks note that intel is expected to give its mid quarter update during this week we believe intels update would definitely impact the sector as a whole we will continue to monitor the markets and alert our readers to any significant news that may impact the markets in our breaking news section economic reports bond markets friday the bond market almost gained another full point and closed near the highs of the day given that this week markets will have very little in terms of economic data and the fact the bonds gained almost points in the past two session might lead to some range bound trading or a pull back monday the challenger layoff figures will be released at am market breadth fridays nyse advance decline reading was vs thursdays reading of fridays nasdaq advance decline reading was vs thursdays reading of new highs and new lows fridays nyse new high lows was vs thursdays reading of fridays nasdaq new high lows was vs thursdays reading of important market moving news visit our before the bell page http www realtimetraders com sp beforethebell asp for the most important news that may effect your portfolio this page also provide information on stocks that are going to gap open higher lower and the reasons if any we also alert traders to the actively traded stocks before the bell upgrades downgrades coverage initiations click on the following link for todays upgrades http www realtimetraders com marketinfo g minfo asp page upgrades click on the following link for todays downgrades http www realtimetraders com marketinfo g minfo asp page dngrades click on the following link for todays new coverage initiationshttp www realtimetraders com marketinfo g minfo asp page coverage please remember that we will only be able to continue to offer our service free of charge and add other valuable content to our site if we have enough subscribers so please pass the word around about our free services to your friends colleagues and family members also if you use any newsgroups chat rooms or forums we would greatly appreciate if you can post a message or two about our services thank you some of todays key earnings releases click here for a complete list of todays earnings http www realtimetraders com earnings earnings asp company name expected earnings symbol bob evans farms bobe dycom industries dy navisite navi riverstone networks rstn smithfield foods sfd standard microsystems smsc disclaimer all information provided in this email is for informational purposes only realtimetraders com obtains data from sources it believe to be reliable realtimetraders com nor its content providers guarantee the accuracy of the content although the opinions expressed here are based on sound judgement experience and research no warranty is given or implied as to their true reliability the responsibility for decisions made from information contained in this email lies solely with the individual making those decisions realtimetraders com does not offer investment advice consult your financial advisor for all your investment decisions do not rely on this publication alone to make your investment decisions by using the information contained in this email the user acknowledges that he she has read realtimetraders coms user agreement http www realtimetraders com realtimetraders disclaimer htm and agree to all terms and conditions,0.7161401510238647,2443
zoom in get your zoom out andrew h lewiss earnings transparent pixel image home,0.7013453245162964,3354
andrew its payback time image image remember when image image you used his favorite tie to keep your car door closed image image you used his shaver to trim the dog image image you took apart his antique watch just to see how it worked image image you gave away his track player to goodwill image image you broke his favorite whatchamacallit playing james bond image image you used his briefcase to store your ant farm image image you substituted a peanut butter sandwich for a floppy disk image image you fixed his new stereo with duct tape and a hammer on second thought it may be best to leave these memories behind so let him pick his own gift just remember to pay dad back with a special gift from overstock com if you have any questions or comments please send us an email at info overstock com you have received this email because you requested information about great deals at overstock com if you would like your email address alewis enron com to be removed from the mailing list just click here,0.8676843047142029,3377
are your credit card bills too much click below for a noobligation free debt analysis are bill collectors hounding you are your credit card bills too much we can help our nonprofit credit card consolidators can help you reduce your credit card bills and unsecured debt free of charge click your no time media coupon link http www qksrv net click to remove yourself from this mailing list point your browser to http i pm net remove notimemedia enter your email address alewis ect enron com in the field provided and click unsubscribe the mailing list id is notimemedia or reply to this message with the word remove in the subject line this message was sent to address alewis ect enron com xpmgrecipient alewis ect enron com pmguid q b jx,0.8457112908363342,3636
i went to bat for you in the last few weeks alone over people have taken advantage of an unprecedented opportunity exclusive to insert company name here elite members we wanted to give the insert company name here elite members one more chance to get involved before mr hansson went public and made this offer available to anyone it took some begging but thankfully he agreed to put off the public release for one more week if youre unfamiliar with what this is about read on its incredible a very prominent and successful businessman out of seattle washington by the name of theodore hansson has decided to split the profits with you on very lucrative deals using a very simple technique that big business is trying to keep secret not only is it realistic to make up to per deal mr hansson takes all the risk away from you by providing all the money needed for you to complete highly profitable deals http sa youwinit com thansson index asp aff a to remove yourself from this mailing list point your browser to http i pm net remove funnymoney enter your email address alewis ect enron com in the field provided and click unsubscribe the mailing list id is funnymoney or reply to this message with the word remove in the subject line this message was sent to address alewis ect enron com xpmgrecipient alewis ect enron com pmguid c bxv c m,0.7131269574165344,3681
im not italian gus crazy japanese guys,0.720287024974823,3699
stop living paycheck to paycheck now image nci marketing web alert image andrew image you are receiving this special offer because you have provided permission to receive third party email communications regarding special online promotions or offers if you do not wish to receive any further messages from network commerce please click here to unsubscribe any thirdparty offers contained in this email are the sole responsibility of the offer originator copyright network commerce inc,0.8269939422607422,3849
welcome bonus everyday is a jackpot day textmain fontfamily arial helvetica sansserif fontsize px lineheight normal color textdecoration none top fontfamily arial helvetica sansserif fontsize px color ffcc fontweight bold center fontfamily arial helvetica sansserif fontsize px color ffffff fontweight normal image image image image image image image image everyday is jackpot day get ready for the most enhanced gaming experience on the net you can enjoy over different casino games play instant in your browser or download our award winning software refer a friend to casino goldstar and you will get use the form below to refer your friends right away your name your email friends name friends email join the email contest and win great prizes click here to enter the contest image image image image image,0.8099396228790283,4084
welcome bonus everyday is a jackpot day textmain fontfamily arial helvetica sansserif fontsize px lineheight normal color textdecoration none top fontfamily arial helvetica sansserif fontsize px color ffcc fontweight bold center fontfamily arial helvetica sansserif fontsize px color ffffff fontweight normal image image image image image image image image everyday is jackpot day get ready for the most enhanced gaming experience on the net you can enjoy over different casino games play instant in your browser or download our award winning software refer a friend to casino goldstar and you will get use the form below to refer your friends right away your name your email friends name friends email join the email contest and win great prizes click here to enter the contest image image image image image,0.8340330719947815,4104
get the child support you deserve get the child support you deserve professional representation for pennies a day automobile accidents and traffic tickets unemployment claims medical bills divorce and child support bills and collections click here for a low cost personal attorney this special offer is brought to you by monster crush privacy note we are committed to respecting your privacy if you have received this message in error or you wish to be removed from our list please reply to this email with remove in the subject or click here to be removed,0.7473279237747192,4674
get a home equity loan consolidate loans free application at your request youre receiving offers from your subscription will continue unless you unsubscribe below image image image image getting the money you need to pay off highinterest debts and credit cards may be just a call or a click away for more than years homeowners have been turning to ameriquest mortgage sm to get money for debt consolidation home improvements and to give their families the things they need to learn more click on www ameriquestmortgage com with a home loan from ameriquestsm you can lower your monthly payments get preapproved in hours or less work with the same loan expert from start to finish enjoy possible tax advantages with competitive rates and over branches nationwide theres an ameriquest mortgage branch in your area that can help you get control of your finances and more enjoyment out of life click on www ameriquestmortgage com for more information or to request your loan today and dont forget to tell your friends and family members about ameriquests refinancing loans click below now image image equal housing lender licensing ask your tax advisor for details ameriquest mortgage company ameriquest does not make loans in washington d c virginia w virginia n carolina wisconsin outside the united states or where prohibited by law this special offer is brought to you by juicy offers privacy note we are committed to respecting your privacy if you have received this message in error or you wish to be removed from our list please reply to this email with remove in the subject or click here to be removed,0.8519369959831238,5189
the biotech revolution profits imminent in the st decade of this if you are reading this message in plaintext or if you have an aol address you must click on this link http listserv otcjournal com otcjournal html and wait for a web page to automatically open up to properly read this newsletter image image image image image january image image volume v issue image email info otcjournal com url http www otcjournal com to otc journal members image special note image many of you may have noticed wednesdays edition of the otc journal did not arrive in your inbox until thursday or friday there seems to be delivery challenges on the internet which may be related to the recent demise of home you can always visit http listserv otcjournal com to find our most current edition before it arrives in your mail please save this web address in your favorites on your browser image the biotech revolution a leading group for the first decade of the st century image vast fortunes were accumulated in the s and s as the computer evolved into an integral part of our daily lives companies like microsoft cisco oracle intel sun microsystems and dell computer yielded massive profits for shareholders during the twenty five year meteoric growth phase of this industry the biotech industry is poised to provide those same kind of returns in the first decade of the st century the fruits of innovative research will propel more new drugs to market than ever before the paradigm has shifted from technology internet companies to biotech serving as evidence of this paradigm shift is the recent rebalancing of the nasdaq thirteen companies were booted off all of them technology of the thirteen newly added eight of them are biotech during the year period between and the fda approved just new drugs last year alone the number of new drug approvals skyrocketed to that figure is expected to climb even higher in at present an astonishing new pharmaceuticals are nearing the final stages of the fdas testing and approval process according to a recent report prepared for the us government enormous returns are likely for investors in the right companies as some of these new therapies come to market image factors fueling the biotech revolution image image the chart of the biotech index reveals a climb to the upside from the september low to the early december high stocks have given back ground recently as company guidance for the immediate future is sobering this reality correction of the last three weeks has yielded a retrenchment in the biotech index suggesting entry levels are becoming attractive again the biotech revolution is being fueled by many factors expedited fda approval procedures were implemented during the clinton administration reducing the average clinical testing period from years down to years in addition the recent breakthroughs in human genome mapping have provided bioscientists with revolutionary new tools to aid in identifying the underlying causes of disease and help accelerate the pace of the development of potential cures companies like human genome sciences nasdaq hgsi are providing bioscientists with exciting new tools to help speed the development of revolutionary treatments while it is estimated the fda approval process requires an investment north of million the return on investment associated with a successful new drug introduction is staggering to of new drugs making it to stage iii clinical trials never get approved but successful approvals can generate billions in profits for drug companies in other parts of the world barriers to entry are more relaxed for new drugs causing increased competition lower margins and lower profits patent protection and stringent fda requirements still keep the us pharmaceutical market positioned as the most coveted in the world image potential major breakthroughs image the following is a list of potential major breakthroughs for viropharma nasdaq vphm the common cold viropharma is developing picovir purported to be the magic cure for the common cold the company specializes in novel therapeutics for the treatment of diseases caused by rna viruses such viruses are responsible for a host of common disorders including certain types of meningitis hepatitis and the common cold many analysts feel an approval could be coming late this year for picovir maxim pharmaceuticals nasdaq maxm cancer therapy the companys lead drug candidate ceplene is currently being tested in phase cancer clinical trials in countries for malignant melanoma and acute myelogenous leukemia and in phase trials for the treatment of hepatitis c and renal cell carcinoma medarex nasdaq medx arthritis phase iii trials were recently started on mdxcd a treatment for rheumatoid arthritis mdx is currently undergoing several multi center phase phase i ii trials in prostate cancer melanoma and other malignancies axcan pharma nasdaq axca ulcers and other stomach problems axcan is a leading specialty pharmaceutical company within the field of gastroenterology in north america and europe this company posted fiscal year revenues of million dollars and earnings of million helicide axcans patented oral single capsule triple therapy treatment for h pylori infection the leading cause of peptic ulcers and a potential cause of gastric cancer should be fda approved later this year dusa pharmaceuticals nasdaq dusa cancer detection the companys main product levulan pdt pd is a platform used for the detection and treatment of a variety of superficial conditions such as early cancers pre cancers and skin conditions levulan apparently has wider applications and may add to the bottom line in the not too distant future dusa initiated three phase i ii levulan pdt clinical trials as mentioned earlier new drugs were approved by the fda last year there are currently new drugs with a realistic chance of success in the fda pipeline companies will make staggering profits as many of these new therapies come to market and investors in the right stocks will enjoy the ride image upcoming otc journal profile image the otc journal plans to focus a great deal of energy in the biotech sector this sector is high risk high reward and therefore fits with our theme biotech could replace computer technology as the boom group of the next decade and we intend to participate with ideas for our members in the near future the otc journal will release a profile on an exciting medical device manufacturer that is benefiting from new drug therapies the stock will open for trading on the american stock exchange it is going public through an rto as described in our last edition therefore all investors will be on equal ground once the stock begins trading there will be no ipo stock allocated to preferred institutional investors at a substantial discount prior to the opening of trading the company is already generating significant revenues through one fda approval and another is imminent currently there are nearly thirty new drugs in the fda pipeline that could potentially benefit this company the company does not invest vast sums of capital in the fda approval process their pharmaceutical partners do it for them which mitigates a great deal of the risk associated with this type of investment early stage investors include some of the most high profile names on wall street seasoned industry experts and pharmaceutical manufacturers sound interesting stand by for tuesdays edition for more details the opportunity may come as soon as next friday january th and you need to be ready to act if you want to be a ground floor participant charts provided courtesy of tradeportal com the otc journal is a proud partner of the swingwire com online investment community a next generation online analyst exchange providing members the ability to search review track and monitor some of the internets best online cas cyberanalysts members have the opportunity to potentially achieve higher returns by viewing top performing portfolios and receiving realtime alerts from favorite cas swingwire com also has a lucrative incentive model for experienced investors and traders who consistently outperform the market share market ideas with other likeminded investors establish a proven track record provide insightful commentary attract followers and ultimately become one of the internets highest paid and most sought after cyberanalysts click here to receive your free day trial membership with no further obligation sign up today disclaimer the otcjournal com newsletter is an independent electronic publication committed to providing our readers with factual information on selected publicly traded companies all companies are chosen on the basis of certain financial analysis and other pertinent criteria with a view toward maximizing the upside potential for investors while minimizing the downside risk whenever possible moreover as detailed below this publication accepts compensation from certain of the companies which it features likewise this newsletter is owned by marketbyte llc to the degrees enumerated herein this newsletter should not be regarded as an independent publication click here to view our compensation on every company we have ever covered or visit the following web address http www otcjournal com disclaimer html for our full profiles and http www otcjournal com tradingalerts disclaimer html for trading alerts all statements and expressions are the sole opinions of the editors and are subject to change without notice a profile description or other mention of a company in the newsletter is neither an offer nor solicitation to buy or sell any securities mentioned while we believe all sources of information to be factual and reliable in no way do we represent or guarantee the accuracy thereof nor the statements made herein the editor members of the editors family and or entities with which they are affiliated are forbidden by company policy to own buy sell or otherwise trade stock for their own benefit in the companies who appear in the publication unless specifically disclosed in the newsletter the profiles critiques and other editorial content of the otcjournal com may contain forwardlooking statements relating to the expected capabilities of the companies mentioned herein the reader should verify all claims and do their own due diligence before investing in any securities mentioned investing in securities is speculative and carries a high degree of risk the information found in this profile is protected by the copyright laws of the united states and may not be copied or reproduced in any way without the expressed written consent of the editors of otcjournal com we encourage our readers to invest carefully and read the investor information available at the web sites of the securities and exchange commission sec at http www sec gov and or the national association of securities dealers nasd at http www nasd com we also strongly recommend that you read the sec advisory to investors concerning internet stock fraud which can be found at http www sec gov consumer cyberfr htm readers can review all public filings by companies at the secs edgar page the nasd has published information on how to invest carefully at its web site unsubscribe here you can unsubscribe from this list at any time by clicking here and hitting send if you are having difficulty removing yourself or wish to change your address please go to http listserv otcjournal com opt cgi email andrew h lewis enron com image image image image image image image image image image you are currently subscribed to otcjournal as andrew h lewis enron com to unsubscribe send a blank email to leaveotcjournal f lyris otcjournal com,0.9943857192993164,5208
price and volume surging on energy power special announcement on next if you are reading this message in plaintext or if you have an aol address you must click on this link http listserv otcjournal com otcjournal html and wait for a web page to automatically open up to properly read this newsletter image image image image image january image image volume v issue image email info otcjournal com url http www otcjournal com to otc journal members image special announcement next profile could open for trading first week of february we could not be more excited about our next profile which will be coming soon we cant say exactly when because the company will be going public through an rto and it will open for trading on the american stock exchange at a yet to be determined time the first week of february is the anticipated time frame for the stock to open for trading it could open at any time during the week to learn more about rtos you can read our january th edition which describes in detail how they work the company is a medical device manufacturer already generating significant world wide sales the company expects to turn cash flow positive this year and an very significant fda approval is imminent this company fits perfectly with the biotech revolution a group we believe will generate prolific profits for investors who choose the right stocks during the first decade of the st century please read our january th edition for our views on this matter one of this companys therapies has already been featured on a special segment on good morning america and their shareholders list reads like of whos who of major wall street names and international financiers because this company will not be going public through the traditional ipo all open market investors will be on an equal playing field once the stock begins trading when the stock opens for trading the otc journal will immediately send out our profile on the company you will be provided with all the facts and figures you need to make an informed investment decision but you should still make an effort to confirm all information through independent third party sources i e the sec edgar filings and the companys web site consequently we have come up with a solution to get you the profile as soon as the stock opens for trading simply visit our home page frequently at www otcjournal com at the top of our home page you will find a notice informing you whether the stock has opened for trading once the stock opens our banner will be give you the name symbol and current quote after trading begins you will be able to simply click on the banner and the full profile on the company will open up automatically there is already a tremendous buzz on this company in the small cap community and we believe the stock could trade like a hot ipo start checking our home page at www otcjournal com the first week of february morning if you want the advantage of getting in on the ground floor image energy power otc bb eypsf volume and price surge alert higher levels could be imminent image image energy power was our best profile of and the trend seems to be continuing in in our year end wrap up of the company we predicted the stock had the potential to trade into the to range based on todays closing price of the stock has already appreciated from our february th introduction in at our to target price is based on the company making a prolific find at the new drilling site in the ladyfern region on the alberta british columbia border test well drilling was announced by the company on january th and it took the market a few days to wake up to this development since the market has begun to recognize the potential magnitude of this test drilling the stock has been trading extremely well as revealed in the current chart an article published in the july edition of torontos globe and mail contains the following paragraph which helps explain the recent surge in price and volume ladyfern discovered just months ago by u s independent producer murphy oil corp began production this year and is already generating more than million cubic feet a day of natural gas a number that is still growing the field by itself has accounted for per cent of western canadas production growth in the first half of the year while the size of ladyferns reserves still arent clear analysts estimate it could contain as much as one trillion cubic feet of gas which would make it the biggest gas find in western canada in the past years david parkinson the author of the article also observes its hard to have a conversation with a natural gas analyst without ladyfern coming up often accompied by neargiddy enthusiasm the mere mention of the name makes some of them drool more than pavlovs dog at a bellringing festival apache energy canadian natural resources ltd and alberta energy corp have all partnered with murphy oil and launched an ambitious new drilling program new wells had been drilled in the first half of alone in spite of the current weak pricing environment for natural gas we expect energy power systems to post good comparative results in the first two calendar quarters of as a result of new drilling programs implemented last year energy power is elephant hunting in the ladyfern region right now the market is speculating on a prolific find if the company is lucky enough to be in the right place at the right time our to price target could be attainable if the stock were to break above it would set a new high a very bullish sign in the meantime the market seems to like the companys ladyfern drilling program click here to read the full text of the january th press release charts provided courtesy of tradeportal com the otc journal is a proud partner of the swingwire com online investment community a next generation online analyst exchange providing members the ability to search review track and monitor some of the internets best online cas cyberanalysts members have the opportunity to potentially achieve higher returns by viewing top performing portfolios and receiving realtime alerts from favorite cas swingwire com also has a lucrative incentive model for experienced investors and traders who consistently outperform the market share market ideas with other likeminded investors establish a proven track record provide insightful commentary attract followers and ultimately become one of the internets highest paid and most sought after cyberanalysts click here to receive your free day trial membership with no further obligation sign up today disclaimer the otcjournal com newsletter is an independent electronic publication committed to providing our readers with factual information on selected publicly traded companies all companies are chosen on the basis of certain financial analysis and other pertinent criteria with a view toward maximizing the upside potential for investors while minimizing the downside risk whenever possible moreover as detailed below this publication accepts compensation from certain of the companies which it features likewise this newsletter is owned by marketbyte llc to the degrees enumerated herein this newsletter should not be regarded as an independent publication click here to view our compensation on every company we have ever covered or visit the following web address http www otcjournal com disclaimer html for our full profiles and http www otcjournal com tradingalerts disclaimer html for trading alerts marketbyte llc has been paid a fee of shares of free trading stock of energy power systems limited for representing the company for one year the fee has been paid by fieldston traders ltd acting on behalf of the company all statements and expressions are the sole opinions of the editors and are subject to change without notice a profile description or other mention of a company in the newsletter is neither an offer nor solicitation to buy or sell any securities mentioned while we believe all sources of information to be factual and reliable in no way do we represent or guarantee the accuracy thereof nor the statements made herein the editor members of the editors family and or entities with which they are affiliated are forbidden by company policy to own buy sell or otherwise trade stock for their own benefit in the companies who appear in the publication unless specifically disclosed in the newsletter the profiles critiques and other editorial content of the otcjournal com may contain forwardlooking statements relating to the expected capabilities of the companies mentioned herein the reader should verify all claims and do their own due diligence before investing in any securities mentioned investing in securities is speculative and carries a high degree of risk the information found in this profile is protected by the copyright laws of the united states and may not be copied or reproduced in any way without the expressed written consent of the editors of otcjournal com we encourage our readers to invest carefully and read the investor information available at the web sites of the securities and exchange commission sec at http www sec gov and or the national association of securities dealers nasd at http www nasd com we also strongly recommend that you read the sec advisory to investors concerning internet stock fraud which can be found at http www sec gov consumer cyberfr htm readers can review all public filings by companies at the secs edgar page the nasd has published information on how to invest carefully at its web site unsubscribe here you can unsubscribe from this list at any time by clicking here and hitting send if you are having difficulty removing yourself or wish to change your address please go to http listserv otcjournal com opt cgi email andrew h lewis enron com image image image image image image image image image image you are currently subscribed to otcjournal as andrew h lewis enron com to unsubscribe send a blank email to leaveotcjournal f lyris otcjournal com,0.9893373250961304,5633
